Chromosome/scaffold name	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name
3	ENSG00000240138	161042701	161044007	EEF1GP4
3	ENSG00000240156	70800274	70800501	COX6CP6
3	ENSG00000240175	65879491	65910972	MAGI1-AS1
3	ENSG00000240198	56974068	56994882	ARHGEF3-AS1
3	ENSG00000240203	42717684	42717983	RN7SL567P
3	ENSG00000240207	158450052	158501859	RP11-379F4.4
3	ENSG00000240216	148947143	149009587	CPHL1P
3	ENSG00000240236	122036456	122037588	HNRNPA1P23
3	ENSG00000240241	78316090	78343881	RP11-314M24.1
3	ENSG00000240246	149150831	149151061	RP11-167H9.1
3	ENSG00000240254	118945333	119009513	B4GALT4-AS1
3	ENSG00000240255	87679451	87680769	PSMC1P6
3	ENSG00000240265	69584815	69585844	RP11-62G11.1
3	ENSG00000240288	10327438	10335133	GHRLOS
3	ENSG00000240292	167584423	167601170	RP11-298O21.2
3	ENSG00000240303	132276982	132379567	ACAD11
3	ENSG00000240309	89637864	89639247	RP11-91A15.1
3	ENSG00000240354	161534697	161539696	RP11-774I5.1
3	ENSG00000240359	63188894	63189124	UBL5P3
3	ENSG00000240373	169696324	169703503	SEC62-AS1
3	ENSG00000240375	113638069	113639047	VPS26AP1
3	ENSG00000240393	117393189	117393991	RP11-768G7.1
3	ENSG00000240404	81661941	81662223	RP11-142L1.3
3	ENSG00000240405	70048728	70064469	RP11-460N16.1
3	ENSG00000240423	107602095	107647754	LINC00636
3	ENSG00000240429	178976816	178979061	LRRFIP1P1
3	ENSG00000240452	120440871	120441158	RP11-567P17.1
3	ENSG00000240458	166439246	166439398	RP11-450H5.3
3	ENSG00000240471	119510676	119511400	PHBP8
3	ENSG00000240476	98699902	98701940	LINC00973
3	ENSG00000240477	149768516	149769243	RP11-63E16.1
3	ENSG00000240478	181839672	181859925	RP11-416O18.2
3	ENSG00000240487	113950245	113951868	RP11-553L6.3
3	ENSG00000240489	155705093	155705965	SETP14
3	ENSG00000240497	171185873	171187422	RP11-185E8.1
3	ENSG00000240511	148817286	148817602	MED28P2
3	ENSG00000240521	148568720	148677899	RP11-680B3.2
3	ENSG00000240541	149095565	149104370	TM4SF1-AS1
3	ENSG00000240549	63846321	63847495	THOC7-AS1
3	ENSG00000240562	127208396	127209630	RP11-59J16.2
3	ENSG00000240567	161144215	161166030	RP11-3P17.4
3	ENSG00000240568	68241548	68241730	RP11-1008M1.1
3	ENSG00000240572	99045221	99045396	RP11-121C1.1
3	ENSG00000240573	78136555	78141421	RP11-354H21.2
3	ENSG00000240596	155933349	155945672	KCNAB1-AS2
3	ENSG00000240601	154394377	154394908	RPL9P15
3	ENSG00000240602	151488216	151502682	RP11-64D22.2
3	ENSG00000240622	123870807	123871910	RPL7P15
3	ENSG00000240661	120068357	120086845	RP11-174O3.3
3	ENSG00000240665	75444339	75444471	LSP1P2
3	ENSG00000240666	154876530	154901074	MME-AS1
3	ENSG00000240668	137820320	137821759	KRT8P36
3	ENSG00000240682	128846258	128880136	ISY1
3	ENSG00000240695	136455342	136456071	RP11-102M11.1
3	ENSG00000240704	170670639	170671686	KLF7P1
3	ENSG00000240708	55330228	55334766	RP11-64C1.1
3	ENSG00000240747	42850975	42984284	KRBOX1
3	ENSG00000240751	113079114	113080166	RP11-553D4.2
3	ENSG00000240752	78808124	78808524	RP11-588D3.1
3	ENSG00000240766	111395583	111396280	PLCXD2-AS1
3	ENSG00000240774	120203018	120203374	RP11-359H3.4
3	ENSG00000240776	113569084	113569578	RP11-435F17.1
3	ENSG00000240777	55644631	55647132	RP11-58O15.1
3	ENSG00000240787	111289485	111289901	RP11-615J4.4
3	ENSG00000240792	163192855	163197153	RP11-418B12.1
3	ENSG00000240796	106621020	106621370	MTND2P14
3	ENSG00000240804	147308783	147309622	NPM1P28
3	ENSG00000240809	76483169	76484579	RP11-550F7.1
3	ENSG00000240824	165878565	165878907	MTND3P7
3	ENSG00000240827	98338909	98339462	RP11-227H4.1
3	ENSG00000240842	69613257	69620273	RP11-62G11.2
3	ENSG00000240854	131894246	131895555	RP11-64K7.1
3	ENSG00000240875	156465135	156534851	LINC00886
3	ENSG00000240882	120025573	120026799	RP11-174O3.1
3	ENSG00000240888	143031909	143033271	RP13-635I23.3
3	ENSG00000240890	132105366	132107918	RP11-65E22.2
3	ENSG00000240891	111393523	111565294	PLCXD2
3	ENSG00000240893	112455294	112468166	RP11-572C15.5
3	ENSG00000240895	110246329	110248429	RP11-119D18.1
3	ENSG00000240902	87643988	87644526	APOOP2
3	ENSG00000240912	113822096	113822475	RP11-274J15.2
3	ENSG00000240922	116078871	116088937	LSAMP-AS1
3	ENSG00000240950	142545938	142546570	RP11-372E1.1
3	ENSG00000240951	89637036	89637720	RP11-91A15.2
3	ENSG00000240959	50914143	50915088	ST13P14
3	ENSG00000240964	78987155	78987442	RN7SL751P
3	ENSG00000241018	96472029	96473515	RCC2P5
3	ENSG00000241022	75133306	75134388	NIPA2P2
3	ENSG00000241048	149919961	149942977	RP11-167H9.5
3	ENSG00000241064	15548132	15548412	RN7SL110P
3	ENSG00000241095	82855666	82857172	CYP51A1P1
3	ENSG00000241098	182164758	182204152	RP11-139K4.1
3	ENSG00000241101	64089146	64091732	PRICKLE2-AS2
3	ENSG00000241111	64053640	64088807	RP11-129B22.1
3	ENSG00000241120	167412143	167412430	HMGN1P8
3	ENSG00000241131	147795946	147805816	RP11-639B1.1
3	ENSG00000241135	156807670	156818924	LINC00881
3	ENSG00000241143	149868325	149868731	RPL32P9
3	ENSG00000241151	151354962	151375754	RP11-454C18.1
3	ENSG00000241155	119033140	119041607	ARHGAP31-AS1
3	ENSG00000241156	116301401	116301677	RN7SL582P
3	ENSG00000241158	64547014	64573878	ADAMTS9-AS1
3	ENSG00000241163	72084451	72291716	LINC00877
3	ENSG00000241168	162744184	162949937	RP11-10O22.1
3	ENSG00000241186	46616045	46668033	TDGF1
3	ENSG00000241202	147104754	147105240	ZIC4-AS1
3	ENSG00000241203	167676532	167676870	HMGN2P26
3	ENSG00000241211	159483176	159486401	IQCJ-SCHIP1-AS1
3	ENSG00000241213	117397540	117409779	RP11-768G7.2
3	ENSG00000241218	107046677	107048044	RP11-446H18.1
3	ENSG00000241219	112769759	112782290	RP11-572M11.1
3	ENSG00000241220	153074896	153091975	RP11-292E2.1
3	ENSG00000241224	108855561	108868973	RP11-59E19.1
3	ENSG00000241227	5294613	5294908	RN7SL553P
3	ENSG00000241231	181138846	181160274	RP11-275H4.1
3	ENSG00000241257	109082894	109083081	RP11-397K18.1
3	ENSG00000241278	125567066	125628215	ENPP7P4
3	ENSG00000241280	101679202	101716770	RP11-221J22.2
3	ENSG00000241288	125546081	125607918	RP11-379B18.5
3	ENSG00000241293	87100342	87101888	PPATP1
3	ENSG00000241295	114403427	114406456	ZBTB20-AS2
3	ENSG00000241305	98934068	98935110	ACTG1P13
3	ENSG00000241307	155478406	155479006	RP11-674E16.1
3	ENSG00000241313	149374807	149379151	WWTR1-AS1
3	ENSG00000241316	67705121	67998137	RP11-81N13.1
3	ENSG00000241319	81661389	81661956	SETP6
3	ENSG00000241328	86531093	86546146	RP11-331K15.1
3	ENSG00000241336	154958734	154960933	RP11-451G4.1
3	ENSG00000241346	125534925	125535129	RP11-379B18.3
3	ENSG00000241358	146109150	146134390	RP11-758I14.3
3	ENSG00000241359	63409272	63535727	SYNPR-AS1
3	ENSG00000241367	82368323	82369430	RPL7AP23
3	ENSG00000241369	162845711	163079351	CT64
3	ENSG00000241383	168720862	168723254	RP11-152C17.1
3	ENSG00000241397	116271320	116287111	LINC00903
3	ENSG00000241400	140977260	140977621	RP11-764I5.1
3	ENSG00000241416	170213416	170214425	KRT8P13
3	ENSG00000241429	138543905	138545171	EEF1A1P25
3	ENSG00000241438	135874391	135874838	TDGF1P6
3	ENSG00000241439	125677399	125677660	RP11-666A20.3
3	ENSG00000241457	146307389	146308112	PLSCR5-AS1
3	ENSG00000241461	49120666	49120963	RN7SL182P
3	ENSG00000241469	107559075	107600847	LINC00635
3	ENSG00000241472	62246540	62355005	PTPRG-AS1
3	ENSG00000241473	180538332	180539400	RP11-259P15.3
3	ENSG00000241478	137599137	137601079	HSPA8P9
3	ENSG00000241479	169165655	169194840	RP11-641D5.2
3	ENSG00000241490	113933160	113955051	RP11-553L6.2
3	ENSG00000241506	68684856	68686175	PSMC1P1
3	ENSG00000241526	141443267	141443368	RP11-144C9.1
3	ENSG00000241529	113351551	113351827	RN7SL767P
3	ENSG00000241532	75702712	75703924	AGGF1P3
3	ENSG00000241535	88144558	88145118	CBX5P1
3	ENSG00000241537	72821690	72822622	RP11-624D20.1
3	ENSG00000241544	156799630	156806336	RP11-6F2.5
3	ENSG00000241546	119760037	119760384	RP11-767L7.2
3	ENSG00000241553	9834179	9849410	ARPC4
3	ENSG00000241560	114070658	114107825	ZBTB20-AS1
3	ENSG00000241570	142681796	142720401	RP11-372E1.6
3	ENSG00000241572	64084949	64086798	PRICKLE2-AS1
3	ENSG00000241587	66374279	66374574	RN7SL482P
3	ENSG00000241592	142679214	142679385	RP11-372E1.7
3	ENSG00000241593	81295730	81346496	RP11-520D19.2
3	ENSG00000241596	115377380	115380126	RP11-326J18.1
3	ENSG00000241622	75707685	75708165	RARRES2P1
3	ENSG00000241627	148703655	148705455	UBQLN4P1
3	ENSG00000241634	108262214	108262722	RP11-381E24.1
3	ENSG00000241636	164388666	164403864	RP11-71H9.2
3	ENSG00000241648	85849137	85877200	CADM2-AS2
3	ENSG00000241665	69818640	69818928	RN7SL418P
3	ENSG00000241667	69640492	69642272	RP11-444P10.1
3	ENSG00000241669	167110584	167126307	RP11-576M8.2
3	ENSG00000241671	152846863	152847429	RP11-529G21.3
3	ENSG00000241673	128936936	128937193	RPS27P12
3	ENSG00000241679	142842204	142850735	RP11-80H8.4
3	ENSG00000241684	64670585	64997143	ADAMTS9-AS2
3	ENSG00000241695	145402359	145402879	GM2AP1
3	ENSG00000241696	180131962	180140294	RP11-420J11.2
3	ENSG00000241723	157993598	157994210	RP11-113A11.1
3	ENSG00000241732	152557179	152559228	RP11-38P22.2
3	ENSG00000241738	101076136	101078086	ZNF90P1
3	ENSG00000241754	102382007	102392757	RP11-280H21.1
3	ENSG00000241767	164431883	164549268	RP11-71H9.1
3	ENSG00000241770	156881241	156886922	RP11-555M1.3
3	ENSG00000241776	84740832	84741742	RP11-651J20.1
3	ENSG00000241777	108444287	108444383	RP11-148O7.2
3	ENSG00000241787	106613199	106614565	MTND4P16
3	ENSG00000241789	51906221	51906467	RN7SL504P
3	ENSG00000241792	147810962	147845020	RP11-501O2.1
3	ENSG00000241804	59521589	59522141	RP11-719N22.1
3	ENSG00000241810	152785067	152785340	HMGN2P13
3	ENSG00000241815	96285201	96285947	RP11-124D9.1
3	ENSG00000241861	89096592	89097584	GAPDHP50
3	ENSG00000241868	196124382	196124649	RN7SL434P
3	ENSG00000241874	162204329	162204737	TOMM22P6
3	ENSG00000241879	156695347	156695614	KLF3P2
3	ENSG00000241882	168006341	168009016	RP11-637O11.2
3	ENSG00000241884	67346724	67356783	RP11-85I21.1
3	ENSG00000241889	113604145	113604878	RP11-435F17.3
3	ENSG00000241899	141427858	141428674	TPT1P3
3	ENSG00000241905	135678117	135678432	RP11-305O4.1
3	ENSG00000241912	153094620	153095351	RP11-292E2.2
3	ENSG00000241929	149179969	149182617	RP11-278L15.3
3	ENSG00000241933	57678932	57682323	RP11-755B10.3
3	ENSG00000241939	43356443	43356745	RN7SL517P
3	ENSG00000241946	180307675	180307835	RP11-496B10.1
3	ENSG00000241947	149717432	149718477	HNRNPA1P24
3	ENSG00000241985	149366784	149367971	WWTR1-IT1
3	ENSG00000241993	148413781	148413991	RPL38P1
3	ENSG00000242001	125400149	125400297	GS1-388B5.1
3	ENSG00000242009	81889698	81972012	RP11-359D24.1
3	ENSG00000242012	182082935	182086044	RP11-338L18.1
3	ENSG00000242017	155761944	155762737	ALG1L15P
3	ENSG00000242029	109366954	109529708	RP11-457K10.1
3	ENSG00000242036	167674099	167674404	RP11-603B13.1
3	ENSG00000242049	128182437	128191160	DNAJB8-AS1
3	ENSG00000242052	119354373	119354997	RP11-190C22.1
3	ENSG00000242062	128570955	128571851	MARK2P6
3	ENSG00000242068	180490538	180491702	RP11-259P15.4
3	ENSG00000242070	137442616	137443385	NPM1P17
3	ENSG00000242086	195384933	195460422	LINC00969
3	ENSG00000242094	71619406	71623608	FOXP1-IT1
3	ENSG00000242097	151477535	151479799	RP11-64D22.1
3	ENSG00000242103	121075838	121076787	RP11-10G15.4
3	ENSG00000242104	141382041	141439915	RP11-340E6.1
3	ENSG00000242107	159733811	159749210	LINC01100
3	ENSG00000242109	24138003	24138851	NPM1P23
3	ENSG00000242119	151217427	151217594	RP11-312P21.2
3	ENSG00000242120	70246045	70361877	RP11-231I13.2
3	ENSG00000242140	180864021	180864251	RP11-262M14.2
3	ENSG00000242142	53098299	53099107	SERBP1P3
3	ENSG00000242145	81257344	81258065	RP11-520D19.1
3	ENSG00000242151	154375083	154375352	CTD-2501O3.3
3	ENSG00000242152	155149018	155151187	RP11-639F1.3
3	ENSG00000242159	88366306	88368172	ABCF2P1
3	ENSG00000242178	165877809	165878158	MTND4P17
3	ENSG00000242190	81811857	81813907	RP11-142L1.1
3	ENSG00000242195	83986196	83987387	SRRM1P2
3	ENSG00000242199	124452265	124452601	RP11-71H17.1
3	ENSG00000242201	193863463	193863756	RN7SL215P
3	ENSG00000242214	106615330	106615668	MTND3P6
3	ENSG00000242222	135644733	135645009	RP11-237P21.1
3	ENSG00000242229	125513949	125514728	RPS3AP14
3	ENSG00000242242	110612555	110790400	PVRL3-AS1
3	ENSG00000242244	138608097	138608799	ATP5G1P3
3	ENSG00000242268	168621154	168639784	RP11-368I23.2
3	ENSG00000242285	160302733	160303575	RPL6P8
3	ENSG00000242290	114172440	114238979	RP11-197K3.1
3	ENSG00000242299	101295333	101295791	RP11-234A1.1
3	ENSG00000242308	112415755	112416553	RP11-572C15.3
3	ENSG00000242317	55527858	55539289	RP11-875H7.5
3	ENSG00000242321	138515693	138516082	RPL23AP40
3	ENSG00000242326	165899101	165899608	RP11-12N13.2
3	ENSG00000242337	133380842	133473420	TFP1
3	ENSG00000242339	84934087	84942530	RP11-735B13.2
3	ENSG00000242364	73697550	73697958	RP11-451J24.1
3	ENSG00000242365	88650211	88650552	NDUFA5P5
3	ENSG00000242370	156158946	156164694	KCNAB1-AS1
3	ENSG00000242385	116640278	116651085	LINC00901
3	ENSG00000242390	142299752	142301241	RPL6P9
3	ENSG00000242428	58810163	59004819	RP11-147N17.1
3	ENSG00000242440	147998678	148117743	RP11-501O2.5
3	ENSG00000242445	121212957	121213755	RPL7AP11
3	ENSG00000242456	165878991	165879756	RP11-12N13.4
3	ENSG00000242457	93794756	93796019	RBBP4P2
3	ENSG00000242479	142168944	142170991	RP11-383G6.4
3	ENSG00000242510	67564364	67564744	NDUFB4P1
3	ENSG00000242512	181670131	181728466	RP11-416O18.1
3	ENSG00000242516	75721542	75728454	LINC00960
3	ENSG00000242522	183266523	183270114	KLHL6-AS1
3	ENSG00000242525	112243034	112244048	OR7E100P
3	ENSG00000242531	122135729	122135859	RP11-299J3.6
3	ENSG00000242536	157734005	157806786	RP11-290K4.2
3	ENSG00000242537	155829221	155831987	RP11-294L13.1
3	ENSG00000242539	179114749	179116979	AC007620.3
3	ENSG00000242545	59450056	59496404	RP11-719N22.2
3	ENSG00000242551	128393578	128395848	POU5F1P6
3	ENSG00000242561	152518223	152518521	ATP5LP5
3	ENSG00000242568	55369490	55384943	RP11-875H7.1
3	ENSG00000242573	100881938	100882830	ACTR3P3
3	ENSG00000242578	170128300	170136403	RP11-469J4.3
3	ENSG00000242583	169780032	169780739	RP11-379K17.9
3	ENSG00000242586	80491231	80491455	RP11-481N16.1
3	ENSG00000242609	72136039	72136876	RP11-398A8.1
3	ENSG00000242613	120106876	120108162	RP11-174O3.4
3	ENSG00000242618	72252095	72259043	RP11-433A10.2
3	ENSG00000242622	119813742	119855630	RP11-18H7.1
3	ENSG00000242638	75231907	75232199	RN7SL294P
3	ENSG00000242641	84687557	84930830	LINC00971
3	ENSG00000242659	113465719	113466255	RP11-271C24.2
3	ENSG00000242671	146639710	146643005	RP11-232M24.1
3	ENSG00000242705	88997292	89000078	NARG2P2
3	ENSG00000242728	70189368	70189639	UQCRHP4
3	ENSG00000242741	73857752	73952017	RP11-20B7.1
3	ENSG00000242759	106555658	106959488	LINC00882
3	ENSG00000242767	114819270	114821908	ZBTB20-AS4
3	ENSG00000242770	112521325	112531666	RP11-180K7.1
3	ENSG00000242775	55394471	55395857	RP11-875H7.2
3	ENSG00000242781	80814048	80838505	RP11-47P18.2
3	ENSG00000242790	155008977	155011965	RP11-451G4.3
3	ENSG00000242791	149694542	149697142	RP11-651P23.5
3	ENSG00000242795	169331298	169341739	RP11-3K16.2
3	ENSG00000242797	52322599	52333083	GLYCTK-AS1
3	ENSG00000242808	180707558	181554668	SOX2-OT
3	ENSG00000242810	151193592	151193962	MRPL42P6
3	ENSG00000242811	180454196	180454491	RN7SL229P
3	ENSG00000242816	117509520	117512612	RP11-768G7.3
3	ENSG00000242828	80810193	80838114	RP11-47P18.1
3	ENSG00000242829	119017512	119017859	RPS26P21
3	ENSG00000242836	106615738	106616518	RP11-52L11.7
3	ENSG00000242841	63082050	63083387	KRT8P35
3	ENSG00000242849	52227186	52228801	ALDOAP1
3	ENSG00000242880	114970043	115004194	RP11-190P13.2
3	ENSG00000242899	131962372	131963109	RPL7P16
3	ENSG00000242908	151469231	151645963	RP11-454C18.2
3	ENSG00000242911	94654604	94654964	RP11-118N24.2
3	ENSG00000242924	167582561	167594705	RP11-298O21.6
3	ENSG00000242925	155203592	155204910	PLCH1-AS2
3	ENSG00000242953	75444555	75444687	RP11-803B1.3
3	ENSG00000242960	72978195	72978744	FTH1P23
3	ENSG00000242968	136527393	136528465	RP11-731C17.1
3	ENSG00000242983	54081776	54082820	CABYRP1
3	ENSG00000242992	128483309	128483861	FTH1P4
3	ENSG00000243012	153149645	153161320	RP11-292E2.4
3	ENSG00000243014	116745545	116745886	PTMAP8
3	ENSG00000243016	126940037	126940724	RP11-305F5.2
3	ENSG00000243022	128567516	128568242	RP11-221E20.4
3	ENSG00000243025	158327399	158328646	MTAPP1
3	ENSG00000243033	143222117	143223115	GAPDHP47
3	ENSG00000243044	162319415	162319580	RP13-526J3.1
3	ENSG00000243069	153742190	153839121	ARHGEF26-AS1
3	ENSG00000243072	125398417	125398625	GS1-388B5.2
3	ENSG00000243081	112115494	112127981	RP11-231E6.1
3	ENSG00000243083	72200408	72223483	LINC00870
3	ENSG00000243089	99226031	99245957	RP11-779P15.2
3	ENSG00000243116	159439313	159440190	RP11-564C24.1
3	ENSG00000243149	65160633	65179174	RP11-543A18.1
3	ENSG00000243150	158263009	158288855	RP11-538P18.2
3	ENSG00000243154	154369445	154370212	CTD-2501O3.2
3	ENSG00000243165	158344445	158344638	RP11-79M21.3
3	ENSG00000243176	156893012	157099054	RP11-550I24.2
3	ENSG00000243187	180397872	180418237	CCDC39-AS1
3	ENSG00000243188	108044367	108045661	HNRNPA1P17
3	ENSG00000243195	103349505	103349756	TUBBP11
3	ENSG00000243197	116428082	116442428	TUSC7
3	ENSG00000243224	52273274	52275113	RP5-1157M23.2
3	ENSG00000243257	120441305	120441493	RP11-567P17.2
3	ENSG00000243273	150608423	150756605	RP11-166N6.2
3	ENSG00000243276	117723666	118276515	RP11-384F7.1
3	ENSG00000243295	59050876	59105235	CTD-2185K10.1
3	ENSG00000243296	99219191	99224352	RP11-779P15.1
3	ENSG00000243305	152175548	152214602	RP11-362A9.3
3	ENSG00000243314	158214350	158214723	RP11-538P18.1
3	ENSG00000243321	149795281	149797904	snoU13
3	ENSG00000243339	196126782	196127077	RN7SL738P
3	ENSG00000243347	147913516	147997885	RP11-501O2.4
3	ENSG00000243359	115556715	115557005	RN7SL815P
3	ENSG00000243368	182734043	182735596	MCCC1-AS1
3	ENSG00000243378	182409716	182410073	RP11-646E18.3
3	ENSG00000243384	58558471	58560046	RP11-475O23.2
3	ENSG00000243396	101318087	101318488	RP11-454H13.1
3	ENSG00000243398	171955116	171955384	RN7SL141P
3	ENSG00000243410	63997640	64001922	RP11-245J9.4
3	ENSG00000243415	145781829	145822991	RP11-274H2.2
3	ENSG00000243422	75673837	75674304	RP11-413E6.1
3	ENSG00000243429	125430983	125431889	OR7E29P
3	ENSG00000243477	50333833	50336852	NAT6
3	ENSG00000243483	112760237	112760661	RP11-572M11.2
3	ENSG00000243486	153599315	153658625	RP11-217E22.5
3	ENSG00000243495	100383894	100384320	GMFBP1
3	ENSG00000243508	125062929	125063641	RP11-775J23.2
3	ENSG00000243518	155119118	155121188	RP11-639F1.2
3	ENSG00000243544	121372843	121373143	RN7SL172P
3	ENSG00000243547	96068398	96069783	HNRNPKP4
3	ENSG00000243550	149983199	150005160	RP11-483E7.1
3	ENSG00000243572	55212200	55223242	RP11-889D3.2
3	ENSG00000243584	183331408	183334530	RP11-14I2.2
3	ENSG00000243593	120552287	120555207	RP11-500K19.1
3	ENSG00000243596	146060783	146066267	RP11-758I14.2
3	ENSG00000243620	146627472	147088443	RP11-649A16.1
3	ENSG00000243629	156799456	156840793	LINC00880
3	ENSG00000243635	104221544	104222110	RP11-281P11.1
3	ENSG00000243658	106617736	106619438	MTND5P16
3	ENSG00000243674	75396984	75397938	OR7E66P
3	ENSG00000243675	158481220	158481542	RP11-379F4.1
3	ENSG00000243687	160060473	160060803	RP11-432B6.1
3	ENSG00000243694	81043019	81144798	RP11-6B4.1
3	ENSG00000243696	52847298	52869745	RP5-966M1.6
3	ENSG00000243701	106959539	107045811	LINC00883
3	ENSG00000243715	54908632	54935282	CACNA2D3-AS1
3	ENSG00000243733	142830644	142831201	RP11-80H8.3
3	ENSG00000243759	143235965	143237071	ST13P15
3	ENSG00000243794	75570954	75571163	CTD-2026G6.2
3	ENSG00000243795	112861197	112886666	RP11-572M11.3
3	ENSG00000243799	179593164	179599397	PEX5L-AS1
3	ENSG00000243813	120817955	120818621	RP11-678L1.1
3	ENSG00000243818	142645517	142661376	RP11-372E1.4
3	ENSG00000243822	149074956	149075332	RP11-2G17.1
3	ENSG00000243832	133774100	133776492	RP11-202A13.1
3	ENSG00000243838	161046712	161048026	PSMC1P7
3	ENSG00000243849	113122838	113152839	WDR52-AS1
3	ENSG00000243861	154229324	154257098	RP11-656A15.1
3	ENSG00000243873	70803005	70803724	HMGB1P36
3	ENSG00000243877	80006716	80007292	HMGB1P38
3	ENSG00000243885	149101966	149103587	RP11-278L15.2
3	ENSG00000243886	137254414	137254984	RP11-575C1.1
3	ENSG00000243903	59365750	59374430	RP11-285B24.1
3	ENSG00000243915	86061711	86064270	PRKRIRP2
3	ENSG00000243918	122379460	122381285	EIF4BP8
3	ENSG00000243926	156389651	156392167	TIPARP-AS1
3	ENSG00000243944	149757001	149931513	RP11-167H9.4
3	ENSG00000243945	109696387	109696614	RP11-696F10.1
3	ENSG00000243953	154687072	154688012	RP11-439C8.2
3	ENSG00000243957	78164309	78164606	RN7SL647P
3	ENSG00000243969	154544805	154578806	RP11-439C8.1
3	ENSG00000243974	99944218	99944917	VTI1BP1
3	ENSG00000243977	179367282	179367988	RP11-473P24.2
3	ENSG00000243986	124580941	124582164	ENO1P3
3	ENSG00000243989	52009066	52023213	ACY1
3	ENSG00000243991	193458262	193458510	RN7SL447P
3	ENSG00000243993	64430158	64431152	RP11-14D22.2
3	ENSG00000244009	160170386	160171191	RP11-227J5.3
3	ENSG00000244024	145241325	145242202	RP11-622L21.1
3	ENSG00000244026	75470703	75484261	FAM86DP
3	ENSG00000244030	11761930	11766453	AC090939.1
3	ENSG00000244039	169649786	169651017	RP11-379K17.2
3	ENSG00000244040	159631189	159943086	IL12A-AS1
3	ENSG00000244048	94890764	94891221	RPS18P6
3	ENSG00000244062	133479144	133481207	RP11-404G16.2
3	ENSG00000244065	128562407	128563247	RP11-221E20.5
3	ENSG00000244078	159944270	159945841	RP11-431I8.1
3	ENSG00000244089	148542569	148543174	HMGB1P30
3	ENSG00000244101	136327892	136328444	HMGN1P10
3	ENSG00000244119	101431316	101432035	PDCL3P4
3	ENSG00000244124	141637094	141637863	ATP1B3-AS1
3	ENSG00000244128	164924748	165373211	RP11-85M11.2
3	ENSG00000244130	72055925	72056126	UBE2Q2P9
3	ENSG00000244139	119840756	119841051	RN7SL397P
3	ENSG00000244142	111197584	111197790	ATP6V0CP2
3	ENSG00000244144	111904327	111904845	RP11-757F18.3
3	ENSG00000244153	98376646	98379414	WWP1P1
3	ENSG00000244157	114997972	114998707	RP11-190P13.1
3	ENSG00000244161	58148274	58156363	FLNB-AS1
3	ENSG00000244169	1107266	1107559	RN7SL120P
3	ENSG00000244171	142895127	142897307	PBX2P1
3	ENSG00000244183	60717877	60718369	RP11-641C17.1
3	ENSG00000244193	169663775	169664542	RP11-379K17.5
3	ENSG00000244196	109190176	109190659	PPIAP15
3	ENSG00000244199	182178205	182178860	RP11-139K4.4
3	ENSG00000244203	71338920	71355004	FOXP1-AS1
3	ENSG00000244214	167582637	167584402	RP11-298O21.7
3	ENSG00000244215	127041150	127109513	RP11-88I21.2
3	ENSG00000244222	75647803	75648824	OR7E121P
3	ENSG00000244226	65672976	65674143	ILF2P1
3	ENSG00000244227	167613736	167641799	RP11-298O21.5
3	ENSG00000244232	128503990	128504288	RN7SL698P
3	ENSG00000244247	182216052	182224912	RP11-139K4.2
3	ENSG00000244249	159104545	159105229	RP11-441M10.1
3	ENSG00000244265	150479724	150480325	SIAH2-AS1
3	ENSG00000244268	152874300	152879564	RP11-529G21.2
3	ENSG00000244281	81416141	81417172	RP11-564P9.1
3	ENSG00000244286	124500002	124506604	ITGB5-AS1
3	ENSG00000244300	128208055	128221191	RP11-475N22.4
3	ENSG00000244302	179616017	179639683	PEX5L-AS2
3	ENSG00000244308	119829345	119829633	RN7SL762P
3	ENSG00000244314	194867459	194867732	RN7SL36P
3	ENSG00000244321	166287481	166288551	RP11-450H5.1
3	ENSG00000244327	142184157	142191179	RP11-383G6.3
3	ENSG00000244342	62936105	63110738	LINC00698
3	ENSG00000244345	72553957	72599703	RP11-654C22.2
3	ENSG00000244346	182668571	182674095	RP11-531F16.3
3	ENSG00000244357	45784167	45784460	RN7SL145P
3	ENSG00000244358	145657699	145679323	RP11-88H10.2
3	ENSG00000244380	48481762	48488060	RP11-24C3.2
3	ENSG00000244381	169427083	169427553	RP11-3K16.1
3	ENSG00000244382	150618941	150621181	RP11-373I8.1
3	ENSG00000244383	58592807	58620167	RP11-475O23.3
3	ENSG00000244404	25061654	25061954	RN7SL216P
3	ENSG00000244405	185764097	185828107	ETV5
3	ENSG00000244429	166011544	166012141	RP11-12N13.1
3	ENSG00000244441	120231697	120232035	RP11-359H3.1
3	ENSG00000244461	78087856	78095945	RP11-354H21.1
3	ENSG00000244464	99316908	99342664	RP11-201E8.1
3	ENSG00000244468	149002569	149051440	RP11-206M11.7
3	ENSG00000244493	143100180	143101003	SLC9A9-AS2
3	ENSG00000244502	13518482	13521553	HDAC11-AS1
3	ENSG00000244503	149212447	149213782	RP11-278L15.6
3	ENSG00000244513	69063092	69105773	CTD-2013N24.2
3	ENSG00000244515	156880452	156881721	KRT18P34
3	ENSG00000244541	149956306	149957996	RP11-167H9.6
3	ENSG00000244545	152365935	152368236	RP11-788A4.1
3	ENSG00000244561	109115463	109116717	RP11-702L6.1
3	ENSG00000244564	64430907	64440508	RP11-14D22.1
3	ENSG00000244571	162833217	162833974	RP11-535I24.2
3	ENSG00000244578	138654031	138662862	RP11-548O1.3
3	ENSG00000244586	55521727	55522336	WNT5A-AS1
