Chromosome/scaffold name	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name
11	CATG00000001815.1	27740189	27741084	CATG00000001815.1
11	ENSG00000249867.1	28724143	28907233	RP11-115J23.1
11	CATG00000005139.1	28915734	29024517	CATG00000005139.1
11	CATG00000005146.1	29319133	29339880	CATG00000005146.1
11	ENSG00000254532.1	30062013	30344520	RP11-624D11.2
11	ENSG00000254489.1	30605682	30606507	RP5-1024C24.1
11	CATG00000005170.1	30708122	30756472	CATG00000005170.1
11	CATG00000001906.1	30751861	30770203	CATG00000001906.1
11	ENSG00000183242.7	32456248	32469345	WT1-AS
11	ENSG00000247151.2	33183171	33183576	CSTF3-AS1
11	CATG00000005204.1	33275924	33278702	CATG00000005204.1
11	ENSG00000254508.1	33796228	33797216	RP11-646J21.5
11	CATG00000001980.1	33915501	33916159	CATG00000001980.1
11	CATG00000001987.1	34012714	34014516	CATG00000001987.1
11	CATG00000005215.1	34065480	34075043	CATG00000005215.1
11	CATG00000005216.1	34122337	34127030	CATG00000005216.1
11	CATG00000001994.1	34433374	34433738	CATG00000001994.1
11	CATG00000005240.1	34458303	34460325	CATG00000005240.1
11	CATG00000005247.1	35028966	35095531	CATG00000005247.1
11	CATG00000002023.1	35071629	35072085	CATG00000002023.1
11	CATG00000005255.1	35103661	35105138	CATG00000005255.1
11	ENSG00000255521.1	35150430	35160563	RP4-607I7.1
11	ENSG00000254919.1	35742776	35940294	RP11-698N11.2
11	CATG00000005293.1	37097830	37109726	CATG00000005293.1
11	CATG00000005325.1	38879345	39183403	CATG00000005325.1
11	CATG00000005340.1	39500733	40121093	CATG00000005340.1
11	CATG00000005391.1	41056574	41073069	CATG00000005391.1
11	ENSG00000254907.1	43378347	43380364	RP11-484D2.2
11	ENSG00000246250.2	43851258	43855498	RP11-613D13.5
11	CATG00000005447.1	43949239	43955493	CATG00000005447.1
11	CATG00000002156.1	44322986	44326832	CATG00000002156.1
11	ENSG00000254427.1	45377038	45378199	RP11-430H10.1
11	ENSG00000254746.1	45511238	45564024	RP11-958J22.1
11	ENSG00000254519.1	45743918	45745849	CTD-2210P24.1
11	CATG00000005499.1	45760616	45762694	CATG00000005499.1
11	ENSG00000254639.1	46258939	46259146	CTD-2589M5.5
11	CATG00000005514.1	46264215	46264934	CATG00000005514.1
11	CATG00000002212.1	46700718	46701153	CATG00000002212.1
11	CATG00000005541.1	46858076	46860167	CATG00000005541.1
11	ENSG00000247675.2	46867962	46869734	LRP4-AS1
11	ENSG00000255197.1	47401202	47417158	RP11-750H9.5
11	CATG00000002239.1	47416540	47417113	CATG00000002239.1
11	CATG00000005551.1	47428243	47429907	CATG00000005551.1
11	CATG00000002256.1	47789231	47790220	CATG00000002256.1
11	CATG00000002261.1	47869957	47871727	CATG00000002261.1
11	ENSG00000254518.1	50257739	50261299	RP11-347H15.4
11	ENSG00000255433.1	56615945	56644687	AP000479.1
11	CATG00000002332.1	57192621	57194275	CATG00000002332.1
11	ENSG00000254602.1	57405848	57415053	AP000662.4
11	CATG00000005621.1	57433749	57434792	CATG00000005621.1
11	CATG00000002363.1	58537885	58604754	CATG00000002363.1
11	ENSG00000255240.1	58700435	58826010	RP11-142C4.6
11	ENSG00000245571.2	58897571	58910488	AP001258.4
11	CATG00000005652.1	58989489	58992188	CATG00000005652.1
11	ENSG00000214797.3	59025581	59040944	RP11-1036E20.9
11	CATG00000002383.1	59304954	59322307	CATG00000002383.1
11	ENSG00000255008.2	59327669	59333598	AP000442.4
11	ENSG00000255139.1	59382909	59385048	AP000442.1
11	ENSG00000255355.1	59436800	59438141	AP000640.2
11	ENSG00000181995.7	60383216	60454608	LINC00301
11	ENSG00000257052.1	60674137	60674984	RP11-881M11.2
11	ENSG00000256196.1	60685940	60692869	RP11-881M11.4
11	CATG00000002440.1	60719761	60722597	CATG00000002440.1
11	CATG00000002463.1	60929226	60933464	CATG00000002463.1
11	CATG00000005696.1	61159467	61160012	CATG00000005696.1
11	ENSG00000250230.2	61355948	61357613	RP11-855O10.2
11	CATG00000002481.1	61584721	61586041	CATG00000002481.1
11	CATG00000005715.1	61792329	61792992	CATG00000005715.1
11	CATG00000002485.1	61792556	61795413	CATG00000002485.1
11	ENSG00000255446.1	62177266	62194395	CTD-2531D15.4
11	ENSG00000257058.1	62303535	62316296	RP11-864I4.4
11	CATG00000002514.1	62359308	62360300	CATG00000002514.1
11	CATG00000002516.1	62367638	62367881	CATG00000002516.1
11	CATG00000002521.1	62445405	62446058	CATG00000002521.1
11	CATG00000002525.1	62521407	62521625	CATG00000002525.1
11	ENSG00000267811.1	62538591	62539046	RP11-727F15.11
11	CATG00000002531.1	62573086	62573468	CATG00000002531.1
11	ENSG00000256690.1	62599715	62601189	RP11-727F15.9
11	CATG00000002536.1	62607979	62609307	CATG00000002536.1
11	ENSG00000255717.2	62619345	62623357	SNHG1
11	CATG00000005742.1	62646784	62648232	CATG00000005742.1
11	ENSG00000188070.8	63525468	63536696	C11orf95
11	ENSG00000255651.2	63534815	63536247	RP11-466C23.4
11	CATG00000005763.1	63743170	63743910	CATG00000005763.1
11	CATG00000005764.1	63752991	63753788	CATG00000005764.1
11	ENSG00000256824.1	63803404	63849648	RP11-21A7A.2
11	CATG00000002575.1	63933709	63937194	CATG00000002575.1
11	CATG00000005769.1	63940682	63953149	CATG00000005769.1
11	ENSG00000256116.1	63996685	64001848	RP11-783K16.14
11	ENSG00000257086.1	64002803	64018889	RP11-783K16.13
11	ENSG00000256940.1	64009120	64015691	RP11-783K16.5
11	ENSG00000257069.1	64059194	64072241	RP11-783K16.10
11	CATG00000005774.1	64069323	64072705	CATG00000005774.1
11	ENSG00000236935.1	64089515	64108226	AP003774.1
11	ENSG00000231680.1	64161808	64163303	AP003774.6
11	ENSG00000237410.1	64420730	64421020	AP001092.4
11	ENSG00000269038.1	64545345	64556346	AP001462.6
11	CATG00000002616.1	64612354	64613902	CATG00000002616.1
11	ENSG00000229719.2	64650292	64660920	MIR194-2
11	CATG00000002630.1	64902094	64903571	CATG00000002630.1
11	CATG00000005835.1	65046377	65058179	CATG00000005835.1
11	CATG00000002638.1	65150243	65150623	CATG00000002638.1
11	CATG00000005844.1	65180387	65189603	CATG00000005844.1
11	ENSG00000245532.4	65184052	65212986	NEAT1
11	CATG00000005852.1	65221786	65222593	CATG00000005852.1
11	CATG00000005853.1	65236993	65239618	CATG00000005853.1
11	CATG00000005854.1	65242085	65244950	CATG00000005854.1
11	CATG00000002640.1	65246450	65248581	CATG00000002640.1
11	CATG00000005860.1	65263732	65264890	CATG00000005860.1
11	ENSG00000251562.3	65265232	65268478	MALAT1
11	ENSG00000270117.1	65265480	65266060	AP000769.7
11	ENSG00000260233.2	65337130	65337770	SSSCA1-AS1
11	CATG00000005865.1	65338530	65341660	CATG00000005865.1
11	CATG00000005866.1	65342800	65343339	CATG00000005866.1
11	CATG00000005873.1	65573157	65585706	CATG00000005873.1
11	CATG00000005878.1	65726000	65729109	CATG00000005878.1
11	ENSG00000254855.1	66033840	66035050	RP11-867G23.1
11	ENSG00000254510.1	66176628	66177474	RP11-867G23.10
11	ENSG00000255517.2	66237123	66247712	CTD-3074O7.5
11	CATG00000005903.1	66383187	66383866	CATG00000005903.1
11	CATG00000002693.1	66445301	66452792	CATG00000002693.1
11	CATG00000005914.1	66599352	66610811	CATG00000005914.1
11	CATG00000002710.1	66757209	66757800	CATG00000002710.1
11	CATG00000005923.1	66821293	66824263	CATG00000005923.1
11	CATG00000002718.1	66890774	66891902	CATG00000002718.1
11	CATG00000005937.1	67084412	67084898	CATG00000005937.1
11	ENSG00000256514.1	67119042	67141069	AP003419.11
11	ENSG00000201684.1	67134953	67137326	RN7SKP239
11	CATG00000005941.1	67158586	67159289	CATG00000005941.1
11	ENSG00000255306.1	67777516	67797901	RP5-901A4.1
11	CATG00000005959.1	67800577	67803813	CATG00000005959.1
11	ENSG00000255236.2	67889062	67896732	CTD-2655K5.1
11	CATG00000002755.1	67981443	67981750	CATG00000002755.1
11	CATG00000002757.1	68039601	68041354	CATG00000002757.1
11	CATG00000002760.1	68086564	68087424	CATG00000002760.1
11	CATG00000005974.1	68227241	68227693	CATG00000005974.1
11	ENSG00000250508.1	68637568	68638359	RP11-757G1.6
11	ENSG00000256508.2	68779805	68780795	RP11-554A11.6
11	CATG00000005986.1	68804169	68808373	CATG00000005986.1
11	ENSG00000259799.1	68923404	68924526	RP11-554A11.9
11	CATG00000006003.1	68996177	69002400	CATG00000006003.1
11	ENSG00000255606.1	69231583	69259734	AP000439.2
11	ENSG00000255980.1	69240445	69242336	AP000439.1
11	ENSG00000255774.1	69290334	69294662	AP000439.3
11	CATG00000002810.1	69345439	69353339	CATG00000002810.1
11	CATG00000002817.1	69703843	69704124	CATG00000002817.1
11	ENSG00000255191.1	69832012	69861921	RP11-626H12.1
11	ENSG00000246889.2	70212557	70244535	AP000487.5
11	CATG00000006034.1	70216629	70217676	CATG00000006034.1
11	CATG00000006035.1	70254799	70255997	CATG00000006035.1
11	CATG00000002849.1	70995205	70999446	CATG00000002849.1
11	ENSG00000254682.1	71159673	71163869	RP11-660L16.2
11	ENSG00000248671.3	71502618	71524922	CTD-2313N18.5
11	ENSG00000251143.1	71725339	71731956	RP11-849H4.4
11	CATG00000006092.1	72231681	72246081	CATG00000006092.1
11	ENSG00000227467.3	72281264	72287257	RP11-169D4.1
11	ENSG00000256633.1	72295607	72299023	RP11-169D4.2
11	CATG00000006104.1	72504673	72525110	CATG00000006104.1
11	CATG00000006118.1	72856882	72893948	CATG00000006118.1
11	ENSG00000215841.3	72912461	72929266	RP11-800A3.2
11	ENSG00000257038.1	73010025	73020296	RP11-800A3.7
11	CATG00000002886.1	73309697	73309976	CATG00000002886.1
11	ENSG00000256034.1	73471357	73473160	RP11-707G14.1
11	CATG00000002896.1	73694500	73696421	CATG00000002896.1
11	CATG00000002898.1	73706499	73707026	CATG00000002898.1
11	ENSG00000254837.1	74204424	74209578	AP001372.2
11	ENSG00000242999.2	74550959	74567741	RN7SL239P
11	ENSG00000255136.2	74919098	74952252	CTD-2562J17.4
11	CATG00000006169.1	75009300	75010365	CATG00000006169.1
11	CATG00000002955.1	75237106	75242107	CATG00000002955.1
11	CATG00000006180.1	75263896	75265417	CATG00000006180.1
11	CATG00000006181.1	75268035	75273108	CATG00000006181.1
11	ENSG00000255326.1	75294057	75309330	CTD-2530H12.4
11	ENSG00000255507.1	75511921	75525822	RP11-535A19.2
11	ENSG00000255135.3	76144653	76155724	RP11-111M22.3
11	ENSG00000255363.1	76338822	76341359	RP11-672A2.5
11	ENSG00000236304.1	76368039	76384109	AP001189.4
11	ENSG00000254632.1	76469029	76479675	RP11-21L23.4
11	ENSG00000255100.1	76481857	76494108	RP11-21L23.3
11	CATG00000003009.1	77706178	77706820	CATG00000003009.1
11	ENSG00000246174.3	77850801	77854152	KCTD21-AS1
11	CATG00000003017.1	78090266	78095097	CATG00000003017.1
11	ENSG00000251323.2	78133602	78138592	RP11-452H21.4
11	CATG00000003024.1	78286014	78286492	CATG00000003024.1
11	ENSG00000255345.1	78804326	78808899	CTD-2337I7.1
11	ENSG00000255178.1	79686117	79794717	RP11-686G23.2
11	ENSG00000246067.3	82783147	82784236	RAB30-AS1
11	ENSG00000255503.1	82808152	82828306	RP11-113K21.4
11	CATG00000006395.1	82866744	82867781	CATG00000006395.1
11	ENSG00000254676.1	82891445	82895562	RP11-727A23.4
11	ENSG00000247137.4	82895899	82904705	RP11-727A23.5
11	ENSG00000255234.1	82997162	83002581	RP11-727A23.10
11	ENSG00000254787.1	84431457	84474383	CTD-2537O9.1
11	CATG00000006449.1	84798918	84818970	CATG00000006449.1
11	CATG00000006466.1	85168360	85176116	CATG00000006466.1
11	CATG00000006467.1	85186388	85195122	CATG00000006467.1
11	CATG00000003157.1	85780516	85781293	CATG00000003157.1
11	CATG00000003158.1	85820557	85879591	CATG00000003158.1
11	CATG00000006509.1	86427485	86446816	CATG00000006509.1
11	ENSG00000255471.1	86599250	86649517	RP11-736K20.5
11	ENSG00000246523.3	86666664	86682752	RP11-736K20.6
11	CATG00000006516.1	86723526	86748813	CATG00000006516.1
11	CATG00000003338.1	89956334	89958681	CATG00000003338.1
11	ENSG00000261645.1	89984372	89987356	DISC1FP1
11	CATG00000006566.1	90411255	90455712	CATG00000006566.1
11	ENSG00000254911.2	93454685	93455031	SCARNA9
11	CATG00000006636.1	93862002	93862649	CATG00000006636.1
11	ENSG00000257057.1	94245631	94265289	RP11-867G2.2
11	CATG00000006648.1	94272091	94277301	CATG00000006648.1
11	ENSG00000255929.1	94278495	94473478	RP11-867G2.8
11	ENSG00000233536.2	94373264	94375358	RP11-867G2.5
11	ENSG00000255666.1	94373264	94390733	RP11-867G2.6
11	ENSG00000256469.1	94607084	94658686	RP11-856F16.2
11	CATG00000006656.1	94800779	94801275	CATG00000006656.1
11	CATG00000006658.1	94816048	94822897	CATG00000006658.1
11	CATG00000003470.1	94834051	94834638	CATG00000003470.1
11	CATG00000006660.1	94878564	94884722	CATG00000006660.1
11	ENSG00000245552.2	94883703	94892312	RP11-712B9.2
11	CATG00000006674.1	95304633	95420974	CATG00000006674.1
11	CATG00000003513.1	95657320	95658704	CATG00000003513.1
11	ENSG00000248027.1	100554840	100558663	CTD-2383M3.1
11	CATG00000006747.1	102172151	102193472	CATG00000006747.1
11	CATG00000006748.1	102216416	102217848	CATG00000006748.1
11	ENSG00000255337.1	102323627	102332671	RP11-315O6.1
11	ENSG00000256916.1	102475884	102477293	RP11-817J15.2
11	CATG00000003622.1	102660651	102661254	CATG00000003622.1
11	ENSG00000110347.7	102733466	102745712	MMP12
11	CATG00000006805.1	103397458	103674004	CATG00000006805.1
11	ENSG00000256422.1	104316595	104480030	RP11-886D15.1
11	CATG00000006826.1	104489749	104565354	CATG00000006826.1
11	CATG00000003708.1	105033559	105037883	CATG00000003708.1
11	CATG00000003744.1	107328657	107329894	CATG00000003744.1
11	CATG00000003768.1	108621692	108648996	CATG00000003768.1
11	ENSG00000254659.2	109279623	109958899	RP11-262A12.1
11	CATG00000003781.1	109817294	109835681	CATG00000003781.1
11	CATG00000003787.1	109893512	109897862	CATG00000003787.1
11	CATG00000006914.1	109939239	109940261	CATG00000006914.1
11	CATG00000003793.1	110167602	110168471	CATG00000003793.1
11	ENSG00000254416.1	110199129	110202213	RP11-347E10.1
11	CATG00000003810.1	110583285	110585647	CATG00000003810.1
11	ENSG00000271584.1	110960674	110968104	RP11-89C3.4
11	CATG00000006982.1	111472625	111473796	CATG00000006982.1
11	CATG00000003833.1	111637153	111637624	CATG00000003833.1
11	ENSG00000254990.1	111639391	111649021	RP11-108O10.2
11	CATG00000006987.1	111795959	111797612	CATG00000006987.1
11	CATG00000006995.1	112096611	112097035	CATG00000006995.1
11	ENSG00000250303.2	112141470	112150436	RP11-356J5.12
11	ENSG00000247416.2	112830001	112834182	RP11-629G13.1
11	ENSG00000255129.1	113145763	113185174	RP11-839D17.3
11	CATG00000003875.1	113746489	113750142	CATG00000003875.1
11	CATG00000007019.1	113922103	113930141	CATG00000007019.1
11	CATG00000003891.1	113986085	113989029	CATG00000003891.1
11	ENSG00000255689.1	115453023	115471057	RP11-136I14.5
11	ENSG00000256717.1	115529966	115662802	AP000797.3
11	ENSG00000246100.3	115623422	115630915	LINC00900
11	ENSG00000236437.1	115637686	116316311	AP001891.1
11	ENSG00000226645.1	116643784	116644921	AP006216.10
11	ENSG00000224077.1	116864497	116968897	AP000936.4
11	CATG00000007117.1	116950468	116963179	CATG00000007117.1
11	CATG00000003969.1	117686321	117687997	CATG00000003969.1
11	ENSG00000254844.3	117689122	117692707	RP11-728F11.3
11	ENSG00000254528.3	117704598	117707621	RP11-728F11.4
11	CATG00000003970.1	117713139	117715238	CATG00000003970.1
11	CATG00000003973.1	117778222	117783633	CATG00000003973.1
11	CATG00000003987.1	118135304	118136902	CATG00000003987.1
11	CATG00000003992.1	118209557	118209872	CATG00000003992.1
11	ENSG00000255435.2	118382625	118401856	RP11-770J1.3
11	CATG00000007149.1	118473666	118479226	CATG00000007149.1
11	ENSG00000255422.1	118571135	118579653	AP002954.4
11	CATG00000004001.1	118661749	118665571	CATG00000004001.1
11	CATG00000007157.1	118663104	118663557	CATG00000007157.1
11	CATG00000004005.1	118741189	118742054	CATG00000004005.1
11	ENSG00000245869.2	118756549	118758462	RP11-158I9.5
11	ENSG00000255121.2	118854980	118868712	RP11-110I1.12
11	ENSG00000272186.1	118930447	118938349	RP11-110I1.13
11	ENSG00000254740.2	119235005	119249547	RP11-334E6.3
11	ENSG00000245248.3	119235005	119281660	USP2-AS1
11	CATG00000007172.1	119379930	119380884	CATG00000007172.1
11	CATG00000007174.1	119479259	119488968	CATG00000007174.1
11	ENSG00000254854.1	119600283	119605011	CTD-2523D13.2
11	CATG00000004049.1	119776055	119784463	CATG00000004049.1
11	CATG00000004052.1	119846457	119889480	CATG00000004052.1
11	CATG00000007212.1	120681734	120689900	CATG00000007212.1
11	CATG00000004080.1	121107511	121109546	CATG00000004080.1
11	ENSG00000246790.2	121319947	121323558	RP11-730K11.1
11	ENSG00000255248.2	121898911	121971156	RP11-166D19.1
11	ENSG00000255090.1	121899034	122238675	RP11-820L6.1
11	CATG00000007283.1	122725618	122727244	CATG00000007283.1
11	CATG00000004152.1	122933046	122944603	CATG00000004152.1
11	ENSG00000255414.1	123325350	123327284	LINC01059
11	CATG00000004175.1	123612488	123613481	CATG00000004175.1
11	CATG00000007297.1	123944939	123949314	CATG00000007297.1
11	CATG00000007308.1	124276908	124284673	CATG00000007308.1
11	ENSG00000255045.1	124611101	124616556	RP11-677M14.2
11	ENSG00000250073.2	124632296	124635257	RP11-677M14.3
11	ENSG00000245498.2	124669728	124679620	RP11-677M14.7
11	CATG00000007328.1	124819058	124823887	CATG00000007328.1
11	ENSG00000254880.1	125024884	125034456	RP11-687M24.5
11	ENSG00000254671.1	125440179	125462381	STT3A-AS1
11	CATG00000007343.1	125494467	125495772	CATG00000007343.1
11	ENSG00000261257.1	125962873	126010538	RP11-673E11.2
11	CATG00000004261.1	126518020	126520793	CATG00000004261.1
11	CATG00000004262.1	126572440	126579046	CATG00000004262.1
11	ENSG00000273409.1	127140961	127142047	RP11-480C22.1
11	ENSG00000273415.1	127965653	128054989	RP11-702B10.2
11	CATG00000004289.1	128160165	128163938	CATG00000004289.1
11	CATG00000007426.1	128171272	128172477	CATG00000007426.1
11	ENSG00000254703.2	128559837	128563694	FLI1-AS1
11	CATG00000004324.1	129149617	129150231	CATG00000004324.1
11	CATG00000007462.1	129487062	129684582	CATG00000007462.1
11	ENSG00000233220.3	129873099	129874251	LINC00167
11	CATG00000007480.1	129937327	129939562	CATG00000007480.1
11	ENSG00000175773.8	130184424	130234060	RP11-121M22.1
11	CATG00000007487.1	130319412	130320021	CATG00000007487.1
11	CATG00000004404.1	130392435	130393712	CATG00000004404.1
11	CATG00000004409.1	130501223	130584975	CATG00000004409.1
11	ENSG00000231698.2	131123324	131170666	AP002856.5
11	ENSG00000224795.1	131528234	131533474	AP003039.3
11	ENSG00000238117.1	131733276	131767221	AP004372.1
11	CATG00000007552.1	133275797	133280528	CATG00000007552.1
11	CATG00000004492.1	133827048	133829173	CATG00000004492.1
11	ENSG00000204241.3	133902718	133908870	RP11-713P17.3
11	ENSG00000255545.3	134282201	134357833	RP11-627G23.1
12	ENSG00000256948.1	215689	220927	RP11-598F7.3
12	ENSG00000256540.1	266743	291574	RP11-598F7.6
12	ENSG00000177406.4	740056	755044	RP11-218M22.1
12	ENSG00000256672.1	786037	794637	RP11-218M22.2
12	CATG00000007614.1	798988	812616	CATG00000007614.1
12	ENSG00000250132.2	1072166	1100287	RP11-359B12.2
12	CATG00000007630.1	1609690	1610200	CATG00000007630.1
12	ENSG00000235049.1	2038367	2045742	LINC00940
12	ENSG00000203593.3	2113834	2120558	RP5-1096D14.6
12	CATG00000007655.1	2144321	2145955	CATG00000007655.1
12	CATG00000011013.1	2359256	2374156	CATG00000011013.1
12	ENSG00000256721.1	2397156	2398129	CACNA1C-IT3
12	ENSG00000246627.2	2752801	2800323	CACNA1C-AS1
12	ENSG00000258325.1	2905765	2922061	RP4-816N1.6
12	CATG00000007680.1	2983410	2984071	CATG00000007680.1
12	CATG00000011029.1	3059828	3069021	CATG00000011029.1
12	ENSG00000250770.2	3400604	3475270	RP5-1063M23.1
12	ENSG00000236908.2	3409528	3411620	RP5-1063M23.2
12	CATG00000007700.1	3861728	3868586	CATG00000007700.1
12	ENSG00000256862.1	4014397	4019436	RP11-664D1.1
12	CATG00000011049.1	4105095	4108771	CATG00000011049.1
12	CATG00000007719.1	4321005	4324876	CATG00000007719.1
12	ENSG00000256164.1	4357758	4384622	RP11-264F23.3
12	CATG00000011063.1	4409587	4417916	CATG00000011063.1
12	CATG00000011064.1	4429742	4430137	CATG00000011064.1
12	CATG00000011074.1	5149410	5150055	CATG00000011074.1
12	CATG00000011079.1	5281731	5311160	CATG00000011079.1
12	CATG00000007792.1	6242742	6244630	CATG00000007792.1
12	ENSG00000255775.1	6258771	6290001	RP3-454B23.1
12	CATG00000007795.1	6269469	6269878	CATG00000007795.1
12	CATG00000011099.1	6298882	6299588	CATG00000011099.1
12	CATG00000011100.1	6308535	6309172	CATG00000011100.1
12	CATG00000007803.1	6387478	6388018	CATG00000007803.1
12	CATG00000007805.1	6445959	6449504	CATG00000007805.1
12	ENSG00000215039.2	6548166	6560668	CD27-AS1
12	ENSG00000239002.2	6619388	6619688	SCARNA10
12	ENSG00000255966.1	6639349	6642665	RP5-940J5.3
12	ENSG00000269968.1	6646959	6647469	RP5-940J5.9
12	CATG00000007820.1	6677547	6678837	CATG00000007820.1
12	CATG00000007821.1	6715468	6718949	CATG00000007821.1
12	ENSG00000219410.4	6777204	6781235	RP4-761J14.8
12	CATG00000007831.1	6826149	6827784	CATG00000007831.1
12	CATG00000011120.1	6832184	6833023	CATG00000011120.1
12	CATG00000007834.1	6862354	6863552	CATG00000007834.1
12	CATG00000011135.1	7042826	7043359	CATG00000011135.1
12	ENSG00000272173.1	7050350	7055163	U47924.31
12	ENSG00000257084.1	7072374	7073610	U47924.27
12	ENSG00000205885.3	7260877	7274447	C1RL-AS1
12	ENSG00000256967.1	7281674	7282838	RP11-273B20.1
12	ENSG00000255572.1	7319269	7342115	RP11-273B20.3
12	CATG00000007860.1	8034653	8035437	CATG00000007860.1
12	CATG00000011162.1	8112072	8123327	CATG00000011162.1
12	CATG00000007866.1	8179422	8180159	CATG00000007866.1
12	CATG00000011165.1	8180718	8186071	CATG00000011165.1
12	CATG00000011178.1	8231230	8234729	CATG00000011178.1
12	ENSG00000226711.2	8332851	8352477	FAM66C
12	ENSG00000226091.3	8448332	8549315	LINC00937
12	CATG00000011181.1	8558065	8605757	CATG00000011181.1
12	CATG00000011189.1	8824120	8825082	CATG00000011189.1
12	CATG00000011192.1	9037112	9067793	CATG00000011192.1
12	ENSG00000214851.4	9208181	9217675	LINC00612
12	ENSG00000245105.1	9217763	9220330	A2M-AS1
12	ENSG00000237248.3	9392441	9392736	LINC00987
12	ENSG00000272917.1	9600882	9601674	RP11-705C15.5
12	ENSG00000256442.1	9799146	9800584	RP11-705C15.4
12	CATG00000007937.1	9913605	9914127	CATG00000007937.1
12	CATG00000011211.1	9916630	9917420	CATG00000011211.1
12	ENSG00000225231.1	10088930	10096008	AC091814.2
12	CATG00000011224.1	10413635	10425261	CATG00000011224.1
12	ENSG00000256155.1	10508964	10517988	RP11-277P12.9
12	ENSG00000245648.1	10516308	10531159	RP11-277P12.20
12	ENSG00000256039.1	10705963	10710648	RP11-291B21.2
12	CATG00000007967.1	10766284	10767346	CATG00000007967.1
12	CATG00000007969.1	10876071	10877947	CATG00000007969.1
12	ENSG00000256712.1	11318688	11324209	RP11-785H5.2
12	ENSG00000256373.1	11420279	11439557	RP11-711K1.8
12	ENSG00000247157.2	11762241	11774250	RP11-434C1.1
12	CATG00000011256.1	11905097	11905840	CATG00000011256.1
12	CATG00000008021.1	12162402	12163418	CATG00000008021.1
12	CATG00000008025.1	12420308	12421388	CATG00000008025.1
12	CATG00000011274.1	12877490	12878240	CATG00000011274.1
12	ENSG00000247498.5	13080667	13097726	RP11-392P7.6
12	ENSG00000255621.1	13153363	13159658	RP11-377D9.3
12	ENSG00000256084.1	14369579	14374231	RP11-134N1.2
12	ENSG00000255649.1	14683072	14683612	RP11-502N13.2
12	ENSG00000256751.1	14720412	14772232	RP11-695J4.2
12	ENSG00000214772.2	14818569	14825246	RP11-174G6.1
12	CATG00000008137.1	15841467	15846980	CATG00000008137.1
12	CATG00000011362.1	16472551	16485705	CATG00000011362.1
12	ENSG00000255910.1	19928386	20162871	RP11-405A12.2
12	CATG00000011418.1	20257244	20262836	CATG00000011418.1
12	CATG00000008255.1	20342249	20346138	CATG00000008255.1
12	CATG00000011421.1	20704070	20704442	CATG00000011421.1
12	ENSG00000256615.1	21815246	21912966	RP11-59N23.3
12	CATG00000008305.1	21927964	21929226	CATG00000008305.1
12	CATG00000008315.1	22696757	22773468	CATG00000008315.1
12	ENSG00000257023.1	22720928	22777970	RP11-268P4.4
12	ENSG00000256995.2	22852794	23040977	RP11-114G22.1
12	ENSG00000255864.1	23756374	24715393	RP11-444D3.1
12	CATG00000011461.1	24117933	24119136	CATG00000011461.1
12	ENSG00000197503.4	24716924	24737099	LINC00477
12	CATG00000008363.1	24967505	24967746	CATG00000008363.1
12	ENSG00000255921.1	25101557	25102168	RP11-662I13.2
12	CATG00000011504.1	25103252	25104991	CATG00000011504.1
12	CATG00000011538.1	25532217	25539133	CATG00000011538.1
12	CATG00000008376.1	25538644	25539025	CATG00000008376.1
12	CATG00000008380.1	26013195	26015503	CATG00000008380.1
12	ENSG00000246695.3	26092261	26112313	RASSF8-AS1
12	ENSG00000256894.1	26278087	26279023	RP11-283G6.3
12	ENSG00000256234.1	26354785	26424853	RP11-283G6.4
12	CATG00000011570.1	27173707	27175348	CATG00000011570.1
12	CATG00000011583.1	27607539	27613714	CATG00000011583.1
12	ENSG00000248100.2	27673550	27676925	RP11-709A23.1
12	ENSG00000256377.1	27848423	27863640	RP11-1060J15.4
12	ENSG00000247934.3	28216577	28343317	RP11-967K21.1
12	CATG00000011603.1	28710791	28947883	CATG00000011603.1
12	ENSG00000257258.1	29286452	29312698	RP11-946L16.1
12	ENSG00000246331.2	30907974	30910849	RP11-77I22.2
12	ENSG00000235884.2	30948373	30959680	LINC00941
12	CATG00000008504.1	31004699	31005568	CATG00000008504.1
12	ENSG00000226472.3	31071439	31158941	RP11-551L14.4
12	ENSG00000245614.2	31173696	31226720	DDX11-AS1
12	CATG00000008507.1	31270238	31277707	CATG00000008507.1
12	ENSG00000256232.1	31458280	31521870	RP11-771K4.1
12	CATG00000011645.1	31548582	31548875	CATG00000011645.1
12	ENSG00000255867.1	31742853	31767033	DENND5B-AS1
12	CATG00000008523.1	31868370	31887519	CATG00000008523.1
12	CATG00000011651.1	31886321	31910023	CATG00000011651.1
12	ENSG00000255760.1	31948800	32040151	RP11-428G5.5
12	CATG00000011668.1	32047976	32049519	CATG00000011668.1
12	CATG00000008563.1	32908950	32909953	CATG00000008563.1
12	CATG00000008570.1	33049923	33142513	CATG00000008570.1
12	ENSG00000255652.2	34343971	34372661	RP11-313F23.4
12	CATG00000011720.1	40530199	40552283	CATG00000011720.1
12	ENSG00000225342.1	40582982	40618660	AC079630.4
12	CATG00000008684.1	44200187	44201361	CATG00000008684.1
12	CATG00000008706.1	45665995	45682812	CATG00000008706.1
12	CATG00000008709.1	45701856	45702309	CATG00000008709.1
12	ENSG00000273015.1	46109700	46121571	LINC00938
12	CATG00000008732.1	46384741	46388936	CATG00000008732.1
